timestamp,entry_price,exit_price,prob,action,pred_direction,actual_direction,correct,pnl_pct,capital,drawdown_pct,regime,regime_conf,tsmom_sign,z_score,position_frac_used
2026-04-02 04:00:00,0.30045722964256516,0.3654042206959437,0.48703092,HOLD,0,1,False,0.0,1000.0,0.0,TRENDING,0.8246,-1.0,0.5905,0.0
2026-04-02 05:00:00,0.3654042206959437,0.525241459760694,0.49295816,HOLD,0,1,False,0.0,1000.0,0.0,TRENDING,0.7974,-1.0,0.8737,0.0
2026-04-02 06:00:00,0.525241459760694,0.7763919613474619,0.49350703,HOLD,0,1,False,0.0,1000.0,0.0,TRENDING,0.8133,-1.0,1.5763,0.0
2026-04-02 07:00:00,0.7763919613474619,0.9804948249929747,0.4930229,HOLD,0,1,False,0.0,1000.0,0.0,TRENDING,0.8333,-1.0,2.5359,0.0
2026-04-02 08:00:00,0.9804948249929747,0.9821193978858493,0.48622844,HOLD,0,1,False,0.0,1000.0,0.0,TRENDING,0.8125,-1.0,3.034,0.0
2026-04-02 09:00:00,0.9821193978858493,1.419333093018291,0.4875512,HOLD,0,1,False,0.0,1000.0,0.0,TRENDING,0.8147,-1.0,2.73,0.0
2026-04-02 10:00:00,1.419333093018291,1.434049087414246,0.48569816,HOLD,0,1,False,0.0,1000.0,0.0,TRENDING,0.8251,-1.0,3.6265,0.0
2026-04-02 11:00:00,1.434049087414246,1.7031115130522574,0.47771218,HOLD,0,1,False,0.0,1000.0,0.0,TRENDING,0.8221,-1.0,3.1841,0.0
2026-04-02 12:00:00,1.7031115130522574,2.635087010365815,0.4660006,HOLD,0,1,False,0.0,1000.0,0.0,TRENDING,0.8196,-1.0,3.3654,0.0
2026-04-02 13:00:00,2.635087010365815,3.5891050875981385,0.42563558,SHORT,0,1,False,-0.36304424122597856,994.4259958976037,0.5574,TRENDING,0.8259,-1.0,4.3092,0.0154
2026-04-02 14:00:00,3.5891050875981385,2.038799777591837,0.4201969,SHORT,0,0,True,0.430947594781567,1000.8754824823047,0.0,TRENDING,0.7543,-1.0,4.5096,0.015
2026-04-02 15:00:00,2.038799777591837,2.8232895007244054,0.4299012,SHORT,0,1,False,-0.3857801690753476,995.7548844271053,0.5116,TRENDING,0.7567,-1.0,2.1047,0.0133
2026-04-02 16:00:00,2.8232895007244054,1.897505735529007,0.44613707,HOLD,0,0,True,0.0,995.7548844271053,0.5116,MEAN_REVERTING,0.7137,-1.0,2.8371,0.0
2026-04-02 17:00:00,1.897505735529007,1.2756524190835032,0.45052403,HOLD,0,0,True,0.0,995.7548844271053,0.5116,MEAN_REVERTING,0.7498,-1.0,1.5838,0.0
2026-04-02 18:00:00,1.2756524190835032,1.259480705530196,0.45239422,HOLD,0,0,True,0.0,995.7548844271053,0.5116,TRENDING,0.7719,-1.0,0.7846,0.0
2026-04-02 19:00:00,1.259480705530196,1.0324317425285472,0.4614958,HOLD,0,0,True,0.0,995.7548844271053,0.5116,TRENDING,0.7694,-1.0,0.7334,0.0
2026-04-02 20:00:00,1.0324317425285472,1.0651794292987378,0.47122183,HOLD,0,1,False,0.0,995.7548844271053,0.5116,TRENDING,0.7888,-1.0,0.4303,0.0
2026-04-02 21:00:00,1.0651794292987378,2.215974999461005,0.48156723,HOLD,0,1,False,0.0,995.7548844271053,0.5116,TRENDING,0.7818,-1.0,0.4467,0.0
2026-04-02 22:00:00,2.215974999461005,2.462756978687232,0.48522735,HOLD,0,1,False,0.0,995.7548844271053,0.5116,TRENDING,0.9223,-1.0,1.7696,0.0
